onset	duration	weight	object	emotion
543.998	2	1	abacus	neutral
175.989	2	1	babyplayard	neutral
127.992	2	1	banana	neutral
247.429	2	1	bed	neutral
301.991	2	1	bench	neutral
428.988	2	1	bike	aversive
398.996	2	1	binoculars	aversive
140.012	2	1	boppypillow	aversive
256.995	2	1	bowl	aversive
523.987	2	1	bowlingpin	aversive
553.995	2	1	bowtie	aversive
447.988	2	1	bucket	aversive
38	2	1	butterfly	neutral
85.997	2	1	button	aversive
377.99	2	1	ceilingfan	aversive
436.979	2	1	cherry	aversive
7.992	2	1	clownfish	aversive
614.99	2	1	coconut	neutral
157.006	2	1	compass	aversive
584.004	2	1	computermouse	aversive
626.994	2	1	cookingpan	neutral
656.985	2	1	cookpot	aversive
329.993	2	1	crab	aversive
278.001	2	1	crown	aversive
228.446	2	1	cupsaucer	neutral
467.999	2	1	dolphin	aversive
408.015	2	1	dragonfly	aversive
235.989	2	1	durian	neutral
183.997	2	1	fan	aversive
76	2	1	flashlight	neutral
266.992	2	1	fork	neutral
697.986	2	1	gecko	aversive
0	2	1	glasses	neutral
515.996	2	1	glove	neutral
338.996	2	1	grape	neutral
193.994	2	1	guitar	neutral
98.431	2	1	hairbrush	neutral
603.982	2	1	hairdryer	aversive
16.994	2	1	handmirror	neutral
572.995	2	1	hat	neutral
534.996	2	1	headband	neutral
665.988	2	1	hourglass	neutral
115.989	2	1	icecreamcones	aversive
595.99	2	1	kettle	neutral
147.987	2	1	kiwifruit	aversive
365.987	2	1	lamp	neutral
355.99	2	1	lemon	neutral
685.999	2	1	lightbulb	neutral
105.991	2	1	lock	aversive
319.979	2	1	loster	neutral
166.986	2	1	motorcycle	neutral
456.99	2	1	nailpolish	aversive
26.013	2	1	necktie	aversive
479.986	2	1	orifan	aversive
639.428	2	1	paintbrush	neutral
215.978	2	1	pen	neutral
205.002	2	1	pipe	aversive
346.987	2	1	printer	neutral
507.988	2	1	rollingpin	aversive
66.98	2	1	rubberduck	aversive
648.994	2	1	scale	aversive
674.99	2	1	shirt	aversive
562.998	2	1	shoe	neutral
418.991	2	1	sofa	aversive
388.999	2	1	stapler	aversive
500.428	2	1	starfish	neutral
47.997	2	1	strawberry	neutral
289.988	2	1	tent	aversive
708	2	1	tire	neutral
58.989	2	1	washer	aversive
488.988	2	1	watergun	neutral
310.015	2	1	watermelon	neutral
